Id,Model,Price,Age_08_04,KM,HP,CC,Doors,Cylinders,Quarterly_Tax,Weight,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Parking_Assistant,Tow_Bar
722,TOYOTA Corolla 1.6 Linea Luna Wagon Stationwagen,9950,63,89000,110,1600,5,4,85,1085,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
723,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8500,68,88807,110,1600,3,4,69,1050,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1
724,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8450,63,88685,110,1600,5,4,85,1070,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
725,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,7900,62,88667,110,1600,4,4,69,1040,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
726,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,57,88480,110,1600,3,4,69,1050,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
727,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,61,88127,86,1300,3,4,69,1015,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
728,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,6900,62,88000,86,1300,3,4,69,1020,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1
729,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8150,65,87821,86,1300,3,4,69,1015,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
730,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,10995,59,87654,86,1300,5,4,85,1065,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
731,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,86888,110,1600,3,4,69,1050,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0
732,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9500,59,86871,86,1300,5,4,69,1040,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
733,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8950,68,86714,110,1600,4,4,69,1035,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
734,TOYOTA Corolla 1.6 G6 HB 2/3-Doors,11500,65,85889,110,1600,3,4,85,1065,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1
735,TOYOTA Corolla 1.6 Terra HB 2/3-Doors,10450,62,85000,110,1600,3,4,69,1050,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1
736,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,10500,60,85000,86,1300,3,4,69,1025,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0
737,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9250,68,84976,110,1600,4,4,69,1035,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1
738,TOYOTA Corolla 1.6 16v Linea Luna Stationwagen,10950,65,84558,110,1600,5,4,19,1120,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
739,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10450,62,84549,110,1600,5,4,85,1075,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
740,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9250,68,84482,110,1600,5,4,85,1075,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1
741,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,62,83908,110,1600,5,4,85,1070,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
742,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,67,83560,86,1300,3,4,69,1015,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1
743,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,9800,68,83000,107,1600,5,4,85,1100,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
744,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,64,82723,86,1300,3,4,69,1015,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
745,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10450,62,82421,110,1600,3,4,85,1065,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1
746,TOYOTA Corolla 1.6 4/5-Doors,9750,58,82254,110,1600,5,4,69,1050,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
747,TOYOTA Corolla Linea Luna 1.6i 16V 2/3-Doors,8950,61,82115,110,1600,3,4,85,1055,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1
748,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7450,65,82000,86,1300,3,4,69,1015,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
749,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8450,68,81965,86,1300,5,4,69,1035,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
750,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,8250,66,81250,110,1600,3,4,19,1050,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
751,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10950,65,81192,110,1600,3,4,85,1065,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
752,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,8950,61,81170,110,1600,4,4,69,1040,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1
753,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,66,81083,86,1300,3,4,69,1015,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
754,TOYOTA Corolla 1.6 VVTi Linea Luna 4/5-Doors,10450,61,80714,110,1600,5,4,85,1075,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
755,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10950,57,80470,110,1600,5,4,85,1085,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
756,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8450,65,80439,110,1600,4,4,69,1035,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
757,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,59,80430,110,1600,3,4,85,1065,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
758,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9950,68,80426,110,1600,3,4,85,1055,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0
759,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,62,80265,86,1300,3,4,69,1015,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
760,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,65,80153,110,1600,5,4,85,1070,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1
761,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,68,80121,110,1600,5,4,85,1070,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1
762,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,65,80086,110,1600,4,4,69,1035,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
763,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,62,80000,110,1600,5,4,85,1075,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
764,TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors,7950,60,80000,86,1300,5,4,19,1015,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
765,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8250,65,80000,86,1300,2,4,19,1015,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
766,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,9895,67,79858,110,1600,4,4,69,1040,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
767,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9130,67,79762,86,1300,3,4,69,1015,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
768,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,10950,59,79660,86,1300,5,4,85,1065,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
769,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,60,79150,110,1600,5,4,85,1075,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1
770,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,61,79000,110,1600,3,4,69,1050,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1
771,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,9500,57,78955,86,1300,5,4,69,1045,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
772,TOYOTA Corolla 2.0 D Linea luna Wagon Stationwagen,10950,59,78750,90,1975,5,4,210,1155,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1
773,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,68,78521,86,1300,3,4,69,1015,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
774,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,64,78356,86,1300,3,4,69,1015,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
775,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,65,78076,86,1300,3,4,69,1015,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
776,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,9500,61,78063,107,1600,5,4,85,1100,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1
777,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,67,77821,110,1600,5,4,85,1075,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1
778,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9750,68,77695,110,1600,4,4,69,1035,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
779,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9750,65,77500,110,1600,3,4,69,1050,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
780,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9450,63,77457,110,1600,3,4,85,1055,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0
781,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,77029,86,1300,3,4,69,1015,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
782,TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors,8950,68,77008,86,1300,3,4,69,1015,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
783,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8900,66,76791,110,1600,5,4,85,1070,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
784,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9950,61,76700,86,1300,5,4,69,1035,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
785,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8750,67,76569,86,1300,3,4,69,1020,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
786,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,59,76162,110,1600,5,4,85,1075,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
787,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8990,65,76155,110,1600,4,4,69,1035,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
788,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,61,75609,86,1300,3,4,69,1015,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
789,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,8950,62,75569,72,2000,3,4,185,1120,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
790,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,67,75429,110,1600,3,4,85,1065,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
791,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,68,75000,110,1600,5,4,85,1075,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
792,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8950,65,75000,86,1300,3,4,19,1015,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
793,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,62,75000,110,1600,5,4,85,1070,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
794,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9500,66,74963,107,1600,3,4,85,1085,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
795,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,68,74889,86,1300,3,4,69,1015,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
796,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,7750,68,74875,110,1600,5,4,85,1070,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
797,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,63,74747,110,1600,5,4,85,1075,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
798,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,11950,60,74720,110,1600,5,4,85,1085,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1
799,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,62,74457,110,1600,5,4,85,1075,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
800,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,11950,60,74337,86,1300,5,4,69,1035,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
801,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,74308,110,1600,3,4,69,1050,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
802,TOYOTA Corolla 1.6 Linea Terra HB 2/3-Doors,9950,64,74193,110,1600,3,4,69,1050,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
803,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,65,74179,110,1600,3,4,69,1050,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
804,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,8995,67,73936,86,1300,5,4,69,1050,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
805,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9995,61,73894,110,1600,3,4,85,1065,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1
806,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9250,64,73500,110,1600,3,4,69,1050,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
807,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10950,64,73376,110,1600,5,4,85,1070,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
808,TOYOTA Corolla 1.3 16V 2/3-Doors,8900,64,73300,86,1300,3,4,69,1015,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
809,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,58,73172,110,1600,5,4,85,1075,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0
810,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,72928,110,1600,5,4,85,1075,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
811,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,67,72880,86,1332,3,4,69,1015,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1
812,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,63,72522,110,1600,3,4,69,1050,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1
813,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9450,64,72000,86,1300,3,4,69,1015,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
814,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,7950,57,72000,86,1300,3,4,69,1015,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
815,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9500,59,71366,110,1600,3,4,85,1065,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1
816,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,71317,110,1600,3,4,69,1050,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
817,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,10950,62,71000,110,1600,5,4,85,1070,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
818,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,60,70954,110,1600,3,4,69,1050,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
819,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9450,63,70908,86,1300,5,4,69,1035,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
820,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8000,58,70560,110,1600,3,4,69,1050,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
821,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,67,70552,110,1600,5,4,85,1075,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
822,TOYOTA Corolla 1.6 16v VVTi Terra Comfort 4/5-Doors,8950,62,70500,110,1600,5,4,69,1035,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
823,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,10900,60,70453,72,2000,5,4,185,1135,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
824,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,9450,59,70218,110,1600,3,4,69,1050,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1
825,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8450,64,70116,110,1600,4,4,69,1035,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
826,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,65,70068,110,1600,5,4,85,1075,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1
827,TOYOTA Corolla 1.6 16v Linea Luna 2/3-Doors,10500,67,70000,107,1587,3,4,19,1065,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1
828,TOYOTA Corolla 1.3 16V L. TERRA COMFORT 2/3-Doors,6950,68,70000,86,1300,3,4,69,1015,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
829,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9750,68,69103,110,1600,4,4,69,1035,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
830,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6950,58,69022,86,1300,5,4,69,1035,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0
831,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9650,67,69000,110,1600,3,4,85,1065,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0
832,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9950,68,68865,110,1600,3,4,85,1065,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
833,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9250,58,68723,86,1300,3,4,69,1025,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
834,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,63,68453,110,1600,5,4,85,1070,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
835,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,9900,63,68238,86,1300,5,4,69,1050,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
836,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10995,63,68153,110,1600,5,4,85,1085,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0
837,TOYOTA Corolla 1.6 Luna Liftback 4/5-Doors,10500,65,68000,110,1600,5,4,85,1075,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
838,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,68000,86,1300,3,4,69,1015,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
839,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9750,67,67762,110,1600,3,4,85,1065,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0
840,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,68,67146,110,1600,5,4,85,1075,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1
841,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9750,67,67110,86,1300,5,4,69,1035,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
842,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,59,67010,110,1600,3,4,85,1065,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1
843,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10500,65,67003,110,1600,4,4,69,1035,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
844,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,10400,68,66785,86,1300,3,4,69,1045,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
845,TOYOTA Corolla 3drs 13i-16V 2/3-Doors,8800,68,66550,86,1332,3,4,69,1010,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
846,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10500,61,66259,110,1600,3,4,85,1065,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
847,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,62,66082,110,1600,5,4,85,1070,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
848,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7800,65,66000,86,1300,3,4,69,1015,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0
849,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,61,66000,110,1600,3,4,69,1050,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0
850,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10750,63,65896,110,1600,3,4,85,1065,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
851,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,67,65785,110,1600,5,4,85,1075,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
852,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA AUT4 4/5-Doors,9950,65,65513,110,1600,4,4,85,1070,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0
853,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,59,65463,110,1600,5,4,85,1070,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
854,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8100,68,65400,86,1300,4,4,69,1000,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
855,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9250,60,65259,110,1600,3,4,69,1050,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
856,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7800,64,65000,110,1600,3,4,69,1050,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
857,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9000,68,65000,110,1600,5,4,85,1070,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
858,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8950,57,65000,110,1600,4,4,69,1035,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
859,TOYOTA Corolla 1.3-16V Luna 2/3-Doors,8950,62,64966,86,1300,3,4,69,1020,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,68,64950,110,1600,5,4,85,1075,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1
861,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8500,60,64914,110,1600,5,4,85,1070,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
862,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7995,62,64797,110,1600,5,4,85,1075,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1
863,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,65,64772,110,1600,3,4,69,1050,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
